clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id,gold_event_ids,gold_boundaries,provenance,not_human_annotation
formal_u2_family_013_r03:t025,formal_u2_family_013_r03,23,25,u2_family_013,entropy_only,641,1,30,1.6525201797485352,1.0,0.019643744683759096,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_060_r03:t025,formal_u2_family_060_r03,23,26,u2_family_060,entropy_only,641,2,30,1.6525201797485352,1.0,0.04056395068930614,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_011_r01:t029,formal_u2_family_011_r01,27,30,u2_family_011,entropy_only,641,3,30,1.6525201797485352,1.0,0.025879813734674826,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_045_r00:t024,formal_u2_family_045_r00,22,24,u2_family_045,entropy_only,641,4,30,1.6525201797485352,1.0,0.02471878500150274,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_053_r01:t030,formal_u2_family_053_r01,28,31,u2_family_053,entropy_only,641,5,30,1.6525201797485352,1.0,0.019666479347000974,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_049_r00:t028,formal_u2_family_049_r00,26,28,u2_family_049,entropy_only,641,6,30,1.6525201797485352,1.0,0.017586195361442465,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_044_r01:t026,formal_u2_family_044_r01,24,27,u2_family_044,entropy_only,641,7,30,1.6525201797485352,1.0,0.06135603477104208,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_009_r03:t022,formal_u2_family_009_r03,20,23,u2_family_009,entropy_only,641,8,30,1.6525201797485352,1.0,0.03432266162803557,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_030_r02:t023,formal_u2_family_030_r02,21,24,u2_family_030,entropy_only,641,9,30,1.6525201797485352,1.0,0.03614229082839981,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_051_r02:t028,formal_u2_family_051_r02,26,29,u2_family_051,entropy_only,641,10,30,1.6525201797485352,1.0,0.0388935934355712,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
