step,eef_x,eef_y,eef_z,obj_x,obj_y,obj_z,scenario,controller_source
0,0.249388,0.049532,0.980216,0.0,0.0,0.82,natural_success,scripted_oracle
10,0.149698,0.047193,0.979338,0.0,0.0,0.82,natural_success,scripted_oracle
20,0.007054,0.009808,0.969573,0.0,0.0,0.82,natural_success,scripted_oracle
30,0.210007,0.110662,0.991041,0.2,0.1,0.84,natural_success,scripted_oracle
40,0.410906,0.20897,1.009645,0.4,0.2,0.86,natural_success,scripted_oracle
50,0.60881,0.308019,1.030527,0.6,0.3,0.88,natural_success,scripted_oracle
60,0.810365,0.111422,0.772406,0.8,0.1,0.65,natural_success,scripted_oracle
70,0.810822,0.108105,0.771054,0.8,0.1,0.65,natural_success,scripted_oracle
80,0.81074,0.109118,0.76911,0.8,0.1,0.65,natural_success,scripted_oracle
90,0.810616,0.109985,0.769617,0.8,0.1,0.65,natural_success,scripted_oracle
100,0.810886,0.109105,0.771078,0.8,0.1,0.65,natural_success,scripted_oracle
110,0.810229,0.110733,0.769497,0.8,0.1,0.65,natural_success,scripted_oracle
