clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id
formal_u2_family_075_r05:t026,formal_u2_family_075_r05,24,26,u2_family_075,entropy_only,643,1,15,1.6525201797485352,1.0,0.025561447815711725,3,0
formal_u2_family_000_r03:t026,formal_u2_family_000_r03,24,26,u2_family_000,entropy_only,643,2,15,1.6525201797485352,1.0,0.019592523976898306,3,0
formal_u2_family_023_r04:t030,formal_u2_family_023_r04,28,31,u2_family_023,entropy_only,643,3,15,1.6525201797485352,1.0,0.02617954748281538,4,0
formal_u2_family_043_r04:t024,formal_u2_family_043_r04,22,24,u2_family_043,entropy_only,643,4,15,1.6525201797485352,1.0,0.01969930637958762,3,0
formal_u2_family_060_r05:t027,formal_u2_family_060_r05,25,27,u2_family_060,entropy_only,643,5,15,1.6525201797485352,1.0,0.030052715592779496,3,0
formal_u2_family_045_r03:t024,formal_u2_family_045_r03,22,24,u2_family_045,entropy_only,643,6,15,1.6525201797485352,1.0,0.02757069940173906,3,0
formal_u2_family_008_r02:t026,formal_u2_family_008_r02,24,27,u2_family_008,entropy_only,643,7,15,1.6525201797485352,1.0,0.04632705464421796,4,0
formal_u2_family_013_r03:t024,formal_u2_family_013_r03,22,25,u2_family_013,entropy_only,643,8,15,1.6525201797485352,1.0,0.013526759848320427,4,0
formal_u2_family_068_r05:t026,formal_u2_family_068_r05,24,26,u2_family_068,entropy_only,643,9,15,1.6525201797485352,1.0,0.042989146275170906,3,0
formal_u2_family_030_r04:t023,formal_u2_family_030_r04,21,23,u2_family_030,entropy_only,643,10,15,1.6525201797485352,1.0,0.021388525098310865,3,0
formal_u2_family_026_r04:t023,formal_u2_family_026_r04,21,23,u2_family_026,entropy_only,643,11,15,1.6525201797485352,1.0,0.023346864840075348,3,0
formal_u2_family_053_r00:t032,formal_u2_family_053_r00,30,32,u2_family_053,entropy_only,643,12,15,1.6525201797485352,1.0,0.022537305846762216,3,0
formal_u2_family_055_r02:t024,formal_u2_family_055_r02,22,24,u2_family_055,entropy_only,643,13,15,1.6525201797485352,1.0,0.03379223462717755,3,0
formal_u2_family_075_r00:t024,formal_u2_family_075_r00,22,25,u2_family_075,entropy_only,643,14,15,1.6525201797485352,1.0,0.021519093591457376,4,0
formal_u2_family_026_r03:t024,formal_u2_family_026_r03,22,24,u2_family_026,entropy_only,643,15,15,1.6525201797485352,1.0,0.016155044578467632,3,0
