clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id
formal_u2_family_008_r00:t005,formal_u2_family_008_r00,3,7,u2_family_008,random_stratified,642,1,30,0.11553627997636795,2.0,0.03394187608291485,5,3
formal_u2_family_062_r02:t005,formal_u2_family_062_r02,3,7,u2_family_062,random_stratified,642,2,30,0.8113319873809814,2.0,0.014777327523786219,5,5
formal_u2_family_044_r02:t007,formal_u2_family_044_r02,5,9,u2_family_044,random_stratified,642,3,30,0.7594584822654724,2.0,0.025866533818235147,5,5
formal_u2_family_044_r03:t006,formal_u2_family_044_r03,4,8,u2_family_044,random_stratified,642,4,30,0.33675917983055115,2.0,0.009630681479923704,5,4
formal_u2_family_026_r01:t004,formal_u2_family_026_r01,2,6,u2_family_026,random_stratified,642,5,30,0.11553627997636795,2.0,0.024936092516468885,5,3
formal_u2_family_055_r00:t006,formal_u2_family_055_r00,4,8,u2_family_055,random_stratified,642,6,30,0.7594584822654724,2.0,0.021857489524550758,5,5
formal_u2_family_032_r05:t006,formal_u2_family_032_r05,4,8,u2_family_032,random_stratified,642,7,30,0.33675917983055115,2.0,0.009507939048732733,5,4
formal_u2_family_056_r05:t005,formal_u2_family_056_r05,3,7,u2_family_056,random_stratified,642,8,30,0.8113319873809814,2.0,0.019776720320915087,5,5
formal_u2_family_061_r04:t005,formal_u2_family_061_r04,3,7,u2_family_061,random_stratified,642,9,30,0.33675917983055115,2.0,0.0044488526289064995,5,4
formal_u2_family_062_r01:t004,formal_u2_family_062_r01,2,6,u2_family_062,random_stratified,642,10,30,0.33675917983055115,2.0,0.008627473213863082,5,4
formal_u2_family_074_r01:t007,formal_u2_family_074_r01,5,9,u2_family_074,random_stratified,642,11,30,0.7870166897773743,2.0,0.030811407934721802,5,5
formal_u2_family_007_r03:t004,formal_u2_family_007_r03,2,6,u2_family_007,random_stratified,642,12,30,0.11553627997636795,2.0,0.030667256580056517,5,3
formal_u2_family_074_r02:t006,formal_u2_family_074_r02,4,8,u2_family_074,random_stratified,642,13,30,0.33675917983055115,2.0,0.001994272683655395,5,4
formal_u2_family_025_r01:t004,formal_u2_family_025_r01,2,6,u2_family_025,random_stratified,642,14,30,0.11553627997636795,2.0,0.02496950800204886,5,3
formal_u2_family_055_r04:t006,formal_u2_family_055_r04,4,8,u2_family_055,random_stratified,642,15,30,0.7594584822654724,2.0,0.022370120204357653,5,5
formal_u2_family_014_r05:t004,formal_u2_family_014_r05,2,6,u2_family_014,random_stratified,642,16,30,0.11553627997636795,2.0,0.02469092497767221,5,3
formal_u2_family_061_r04:t004,formal_u2_family_061_r04,2,6,u2_family_061,random_stratified,642,17,30,0.11553627997636795,2.0,0.024831841451730993,5,3
formal_u2_family_050_r05:t004,formal_u2_family_050_r05,2,6,u2_family_050,random_stratified,642,18,30,0.11553627997636795,2.0,0.0248618843291382,5,3
formal_u2_family_049_r01:t004,formal_u2_family_049_r01,2,6,u2_family_049,random_stratified,642,19,30,0.11553627997636795,2.0,0.024879935656562237,5,3
formal_u2_family_062_r00:t005,formal_u2_family_062_r00,3,7,u2_family_062,random_stratified,642,20,30,0.8113319873809814,2.0,0.016369455376011994,5,5
formal_u2_family_019_r03:t004,formal_u2_family_019_r03,2,6,u2_family_019,random_stratified,642,21,30,0.11553627997636795,2.0,0.03064364081263266,5,3
formal_u2_family_074_r03:t007,formal_u2_family_074_r03,5,9,u2_family_074,random_stratified,642,22,30,0.7594584822654724,2.0,0.01924894882515532,5,5
formal_u2_family_074_r01:t006,formal_u2_family_074_r01,4,8,u2_family_074,random_stratified,642,23,30,0.33675917983055115,2.0,0.05896706732001549,5,4
formal_u2_family_008_r02:t007,formal_u2_family_008_r02,5,9,u2_family_008,random_stratified,642,24,30,0.7594584822654724,2.0,0.026371962546035316,5,5
formal_u2_family_008_r01:t007,formal_u2_family_008_r01,5,9,u2_family_008,random_stratified,642,25,30,0.7594584822654724,2.0,0.02497749217083539,5,5
formal_u2_family_044_r03:t007,formal_u2_family_044_r03,5,9,u2_family_044,random_stratified,642,26,30,0.7594584822654724,2.0,0.026919676725816872,5,5
formal_u2_family_043_r05:t005,formal_u2_family_043_r05,3,7,u2_family_043,random_stratified,642,27,30,0.33675917983055115,2.0,0.006786440279534945,5,4
formal_u2_family_026_r03:t004,formal_u2_family_026_r03,2,6,u2_family_026,random_stratified,642,28,30,0.11553627997636795,2.0,0.02480991059976963,5,3
formal_u2_family_050_r00:t005,formal_u2_family_050_r00,3,7,u2_family_050,random_stratified,642,29,30,0.33675917983055115,2.0,0.004779428634372889,5,4
formal_u2_family_019_r03:t005,formal_u2_family_019_r03,3,7,u2_family_019,random_stratified,642,30,30,0.33675917983055115,2.0,0.006625844600302493,5,4
