clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id
formal_u2_family_007_r04:t005,formal_u2_family_007_r04,3,7,u2_family_007,random_stratified,641,1,60,0.33675917983055115,2.0,0.008051940914176377,5,4
formal_u2_family_068_r02:t004,formal_u2_family_068_r02,2,6,u2_family_068,random_stratified,641,2,60,0.11553627997636795,2.0,0.030397518792297344,5,3
formal_u2_family_056_r01:t004,formal_u2_family_056_r01,2,6,u2_family_056,random_stratified,641,3,60,0.33675917983055115,2.0,0.009403756413357119,5,4
formal_u2_family_049_r00:t004,formal_u2_family_049_r00,2,6,u2_family_049,random_stratified,641,4,60,0.11553627997636795,2.0,0.024870747997705864,5,3
formal_u2_family_055_r00:t006,formal_u2_family_055_r00,4,8,u2_family_055,random_stratified,641,5,60,0.7594584822654724,2.0,0.021857489524550758,5,5
formal_u2_family_007_r05:t005,formal_u2_family_007_r05,3,7,u2_family_007,random_stratified,641,6,60,0.33675917983055115,2.0,0.007063497799254306,5,4
formal_u2_family_067_r01:t006,formal_u2_family_067_r01,4,8,u2_family_067,random_stratified,641,7,60,0.7594584822654724,2.0,0.02067661334822357,5,5
formal_u2_family_001_r03:t004,formal_u2_family_001_r03,2,6,u2_family_001,random_stratified,641,8,60,0.11553627997636795,2.0,0.024951835600439377,5,3
formal_u2_family_074_r02:t005,formal_u2_family_074_r02,3,7,u2_family_074,random_stratified,641,9,60,0.11553627997636795,2.0,0.023498625457526578,5,3
formal_u2_family_080_r01:t003,formal_u2_family_080_r01,1,5,u2_family_080,random_stratified,641,10,60,0.19151626527309418,2.0,0.03026911198190019,5,3
formal_u2_family_080_r03:t003,formal_u2_family_080_r03,1,5,u2_family_080,random_stratified,641,11,60,0.19151626527309418,2.0,0.029859299844339753,5,3
formal_u2_family_032_r05:t006,formal_u2_family_032_r05,4,8,u2_family_032,random_stratified,641,12,60,0.33675917983055115,2.0,0.009507939048732733,5,4
formal_u2_family_068_r01:t005,formal_u2_family_068_r01,3,7,u2_family_068,random_stratified,641,13,60,0.33675917983055115,2.0,0.006940196593995327,5,4
formal_u2_family_067_r04:t004,formal_u2_family_067_r04,2,6,u2_family_067,random_stratified,641,14,60,0.11553627997636795,2.0,0.030545236550529636,5,3
formal_u2_family_019_r03:t006,formal_u2_family_019_r03,4,8,u2_family_019,random_stratified,641,15,60,0.8113319873809814,2.0,0.01932931692215709,5,5
formal_u2_family_002_r03:t005,formal_u2_family_002_r03,3,7,u2_family_002,random_stratified,641,16,60,0.8113319873809814,2.0,0.015705420574858305,5,5
formal_u2_family_074_r03:t005,formal_u2_family_074_r03,3,7,u2_family_074,random_stratified,641,17,60,0.11553627997636795,2.0,0.023175613481473876,5,3
formal_u2_family_074_r01:t007,formal_u2_family_074_r01,5,9,u2_family_074,random_stratified,641,18,60,0.7870166897773743,2.0,0.030811407934721802,5,5
formal_u2_family_013_r00:t006,formal_u2_family_013_r00,4,8,u2_family_013,random_stratified,641,19,60,0.8113319873809814,2.0,0.016371279171914974,5,5
formal_u2_family_050_r04:t006,formal_u2_family_050_r04,4,8,u2_family_050,random_stratified,641,20,60,0.7594584822654724,2.0,0.01857024552207008,5,5
formal_u2_family_031_r02:t005,formal_u2_family_031_r02,3,7,u2_family_031,random_stratified,641,21,60,0.33675917983055115,2.0,0.006396418909148106,5,4
formal_u2_family_019_r04:t004,formal_u2_family_019_r04,2,6,u2_family_019,random_stratified,641,22,60,0.11553627997636795,2.0,0.0304283259552527,5,3
formal_u2_family_080_r02:t003,formal_u2_family_080_r02,1,5,u2_family_080,random_stratified,641,23,60,0.19151626527309418,2.0,0.02970255965782249,5,3
formal_u2_family_008_r04:t006,formal_u2_family_008_r04,4,8,u2_family_008,random_stratified,641,24,60,0.33675917983055115,2.0,0.009387924949732803,5,4
formal_u2_family_032_r01:t006,formal_u2_family_032_r01,4,8,u2_family_032,random_stratified,641,25,60,0.33675917983055115,2.0,0.009690364854901223,5,4
formal_u2_family_008_r00:t005,formal_u2_family_008_r00,3,7,u2_family_008,random_stratified,641,26,60,0.11553627997636795,2.0,0.03394187608291485,5,3
formal_u2_family_019_r04:t005,formal_u2_family_019_r04,3,7,u2_family_019,random_stratified,641,27,60,0.33675917983055115,2.0,0.006998639776391183,5,4
formal_u2_family_025_r01:t006,formal_u2_family_025_r01,4,8,u2_family_025,random_stratified,641,28,60,1.072252869606018,2.0,0.012002665134340186,5,5
formal_u2_family_007_r04:t004,formal_u2_family_007_r04,2,6,u2_family_007,random_stratified,641,29,60,0.11553627997636795,2.0,0.03128464267560574,5,3
formal_u2_family_068_r03:t006,formal_u2_family_068_r03,4,8,u2_family_068,random_stratified,641,30,60,0.8383640050888062,2.0,0.018983612166521713,5,5
formal_u2_family_067_r00:t004,formal_u2_family_067_r00,2,6,u2_family_067,random_stratified,641,31,60,0.11553627997636795,2.0,0.03031766222604192,5,3
formal_u2_family_002_r01:t005,formal_u2_family_002_r01,3,7,u2_family_002,random_stratified,641,32,60,0.8113319873809814,2.0,0.014389806713050296,5,5
formal_u2_family_037_r01:t004,formal_u2_family_037_r01,2,6,u2_family_037,random_stratified,641,33,60,0.11553627997636795,2.0,0.024965388120893123,5,3
formal_u2_family_074_r00:t007,formal_u2_family_074_r00,5,9,u2_family_074,random_stratified,641,34,60,0.7594584822654724,2.0,0.024062530936663218,5,5
formal_u2_family_050_r01:t006,formal_u2_family_050_r01,4,8,u2_family_050,random_stratified,641,35,60,0.7594584822654724,2.0,0.018203789503830257,5,5
