clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id
formal_u2_family_001_r01:t025,formal_u2_family_001_r01,23,25,u2_family_001,entropy_only,642,1,30,1.6525201797485352,1.0,0.03933513315360182,3,0
formal_u2_family_030_r02:t024,formal_u2_family_030_r02,22,24,u2_family_030,entropy_only,642,2,30,1.6525201797485352,1.0,0.022475327156000514,3,0
formal_u2_family_060_r04:t022,formal_u2_family_060_r04,20,23,u2_family_060,entropy_only,642,3,30,1.6525201797485352,1.0,0.011236755508251003,4,0
formal_u2_family_033_r01:t024,formal_u2_family_033_r01,22,24,u2_family_033,entropy_only,642,4,30,1.6525201797485352,1.0,0.04264661161115311,3,0
formal_u2_family_051_r03:t020,formal_u2_family_051_r03,18,20,u2_family_051,entropy_only,642,5,30,1.6525201797485352,1.0,0.017999454976497305,3,0
formal_u2_family_055_r05:t022,formal_u2_family_055_r05,20,23,u2_family_055,entropy_only,642,6,30,1.6525201797485352,1.0,0.038385895933190924,4,0
formal_u2_family_038_r03:t026,formal_u2_family_038_r03,24,27,u2_family_038,entropy_only,642,7,30,1.6525201797485352,1.0,0.07039153081816026,4,0
formal_u2_family_051_r04:t026,formal_u2_family_051_r04,24,27,u2_family_051,entropy_only,642,8,30,1.6525201797485352,1.0,0.04013854396831739,4,0
formal_u2_family_024_r03:t024,formal_u2_family_024_r03,22,25,u2_family_024,entropy_only,642,9,30,1.6525201797485352,1.0,0.017313827873785857,4,0
formal_u2_family_042_r04:t024,formal_u2_family_042_r04,22,24,u2_family_042,entropy_only,642,10,30,1.6525201797485352,1.0,0.00638591564397232,3,0
formal_u2_family_009_r05:t024,formal_u2_family_009_r05,22,24,u2_family_009,entropy_only,642,11,30,1.6525201797485352,1.0,0.024850835874212343,3,0
formal_u2_family_038_r02:t027,formal_u2_family_038_r02,25,28,u2_family_038,entropy_only,642,12,30,1.6525201797485352,1.0,0.05498389231324409,4,0
formal_u2_family_054_r03:t022,formal_u2_family_054_r03,20,23,u2_family_054,entropy_only,642,13,30,1.6525201797485352,1.0,0.02845089068017188,4,0
formal_u2_family_042_r02:t024,formal_u2_family_042_r02,22,25,u2_family_042,entropy_only,642,14,30,1.6525201797485352,1.0,0.03130748349832346,4,0
formal_u2_family_069_r04:t023,formal_u2_family_069_r04,21,24,u2_family_069,entropy_only,642,15,30,1.6525201797485352,1.0,0.023752557257166133,4,0
formal_u2_family_011_r02:t031,formal_u2_family_011_r02,29,32,u2_family_011,entropy_only,642,16,30,1.6525201797485352,1.0,0.04268411868520593,4,0
formal_u2_family_055_r02:t024,formal_u2_family_055_r02,22,24,u2_family_055,entropy_only,642,17,30,1.6525201797485352,1.0,0.03379223462717755,3,0
formal_u2_family_012_r04:t025,formal_u2_family_012_r04,23,26,u2_family_012,entropy_only,642,18,30,1.6525201797485352,1.0,0.025709173376069323,4,0
formal_u2_family_049_r00:t028,formal_u2_family_049_r00,26,28,u2_family_049,entropy_only,642,19,30,1.6525201797485352,1.0,0.017586195361442465,3,0
formal_u2_family_025_r01:t029,formal_u2_family_025_r01,27,29,u2_family_025,entropy_only,642,20,30,1.6525201797485352,1.0,0.10424734022057486,3,0
formal_u2_family_080_r01:t022,formal_u2_family_080_r01,20,23,u2_family_080,entropy_only,642,21,30,1.6525201797485352,1.0,0.048304387926974446,4,0
formal_u2_family_012_r01:t026,formal_u2_family_012_r01,24,26,u2_family_012,entropy_only,642,22,30,1.6525201797485352,1.0,0.0700041894379199,3,0
formal_u2_family_041_r01:t035,formal_u2_family_041_r01,33,35,u2_family_041,entropy_only,642,23,30,1.6525201797485352,1.0,0.03921029354052185,3,0
formal_u2_family_014_r03:t024,formal_u2_family_014_r03,22,25,u2_family_014,entropy_only,642,24,30,1.6525201797485352,1.0,0.018436445904379935,4,0
formal_u2_family_045_r03:t024,formal_u2_family_045_r03,22,24,u2_family_045,entropy_only,642,25,30,1.6525201797485352,1.0,0.02757069940173906,3,0
formal_u2_family_002_r00:t027,formal_u2_family_002_r00,25,27,u2_family_002,entropy_only,642,26,30,1.6525201797485352,1.0,0.003742713961401486,3,0
formal_u2_family_039_r05:t024,formal_u2_family_039_r05,22,25,u2_family_039,entropy_only,642,27,30,1.6525201797485352,1.0,0.0205529345995733,4,0
formal_u2_family_037_r04:t026,formal_u2_family_037_r04,24,27,u2_family_037,entropy_only,642,28,30,1.6525201797485352,1.0,0.04777728108004637,4,0
formal_u2_family_045_r02:t024,formal_u2_family_045_r02,22,24,u2_family_045,entropy_only,642,29,30,1.6525201797485352,1.0,0.04334861422549931,3,0
formal_u2_family_014_r05:t024,formal_u2_family_014_r05,22,24,u2_family_014,entropy_only,642,30,30,1.6525201797485352,1.0,0.007510053597274957,3,0
