blind_id,goal_correct,objects_correct,scene_specific,order_sensible,checks_observable,scene_ready,unsupported_visual_assertion,recovery_branch_conditional,review_status,reviewer,note,unsupported_reason
E001,1,1,0,0,1,0,0,yes,complete,Codex independent semantic rerater 2026-09-07,"The bowl/plate binding is correct, but start_state and e1_grasp-e4_place require a verify-first branch before layer 2.",No unsupported current-scene visual fact was identified; physical uncertainty such as '红色碗与白色盘子之间的摩擦系数' remains explicit.
E002,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects green_cup/grey_tray, nodes start_state/release_and_verify, and edges check_slot_validity/place_in_slot form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as 'Whether the cup is centered in a designated empty slot.' remains explicit.
E003,1,1,1,1,1,1,0,yes,complete,Codex independent semantic rerater 2026-09-07,"Objects blue_cube/transparent_box, nodes start_state/verify_goal, and edges e1_approach_grasp/e6_retry_from_recovery form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '蓝色方块的确切抓取点' remains explicit.
E004,1,1,1,1,1,1,0,yes,complete,Codex independent semantic rerater 2026-09-07,"Objects green_cup/gray_tray, nodes start_state/release_and_verify, and edges edge_approach_grasp/edge_recovery_regrasp form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '杯子与托盘之间的精确相对距离' remains explicit.
E005,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects blue_cube/transparent_box, nodes start_state/place_and_release, and edges edge_start_to_observe/edge_place_to_goal form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '蓝色方块与透明盒子的精确相对位置' remains explicit.
E006,1,1,0,1,1,0,0,yes,complete,Codex independent semantic rerater 2026-09-07,The no-image candidate requests observation but does not represent the current main-view occlusion or a view-change requirement.,No unsupported current-scene visual fact was identified; physical uncertainty such as '红色碗的位置和姿态' remains explicit.
E007,1,1,1,1,1,1,0,yes,complete,Codex independent semantic rerater 2026-09-07,"Objects green_cup/gray_tray, nodes start_state/place_and_release, and edges e1_approach/e_recovery_drop form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '杯子的确切重心和摩擦系数' remains explicit.
E008,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects blue_cube/transparent_box, nodes start_state/goal_achieved, and edges grasp_cube/verify_final_state form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '方块与盒子的精确三维坐标及相对距离' remains explicit.
E009,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects green_cup/gray_tray, nodes start_state/goal_state, and edges grasp_cup/place_and_release form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '杯子重心位置及抓取稳定性' remains explicit.
E010,1,1,0,0,1,0,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"The cube/box goal is correct, but the graph needs a verify-existing-containment branch before manipulation.",No unsupported current-scene visual fact was identified; physical uncertainty such as '蓝色方块的具体坐标和姿态' remains explicit.
E011,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects green_cup/gray_tray, nodes start_state/place_and_release, and edges e1_approach/e6_final_check form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '杯子的确切抓取点' remains explicit.
E012,1,1,0,1,1,0,0,yes,complete,Codex independent semantic rerater 2026-09-07,The candidate starts with observation but does not represent the current wooden-block occlusion or the need for a changed viewpoint.,No unsupported current-scene visual fact was identified; physical uncertainty such as 'Presence and location of green cup' remains explicit.
E013,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects blue_cube/transparent_box, nodes start_state/goal_achieved, and edges e1_grasp/e3_release form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '方块与盒子的精确三维坐标及相对距离' remains explicit.
E014,1,1,1,1,1,1,0,yes,complete,Codex independent semantic rerater 2026-09-07,"Objects red_bowl/white_plate, nodes start_state/release_and_verify, and edges e1_grasp/e6_recovery_misalignment form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '红碗的确切重量和摩擦系数' remains explicit.
E015,1,1,0,1,1,0,0,yes,complete,Codex independent semantic rerater 2026-09-07,"The candidate can inspect a slot, but it does not represent the visible yellow occupancy that distinguishes this paired scene.",No unsupported current-scene visual fact was identified; physical uncertainty such as 'Exact pose of the cup relative to the robot base.' remains explicit.
E016,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects red_bowl/white_plate, nodes start_state/place_center, and edges e1_approach/e6_final_check form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '红色碗的具体位姿和稳定性' remains explicit.
E017,1,1,0,0,1,0,0,yes,complete,Codex independent semantic rerater 2026-09-07,"The cup/tray roles are correct, but the primary path must verify current placement before any re-grasp or relocation.",No unsupported current-scene visual fact was identified; physical uncertainty such as '杯子与托盘底部的接触稳定性' remains explicit.
E018,1,1,1,1,1,1,0,not_proposed,complete,Codex independent semantic rerater 2026-09-07,"Objects red_bowl/white_plate, nodes start_state/goal_state, and edges e1_clear_path/e4_release_verify form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '红色碗的确切重量与摩擦系数' remains explicit.
E019,1,1,1,1,1,1,0,yes,complete,Codex independent semantic rerater 2026-09-07,"Objects red_bowl/white_plate, nodes start_state/verify_goal, and edges e1_grasp/e5_recover_grasp form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '红碗的确切重量与摩擦系数' remains explicit.
E020,1,1,1,1,1,1,0,yes,complete,Codex independent semantic rerater 2026-09-07,"Objects red_bowl/white_plate, nodes start_state/verify_alignment, and edges e1_approach_grasp/e6_recovery_reposition form a usable layer-2 draft without correcting the core identity, relation, or order.",No unsupported current-scene visual fact was identified; physical uncertainty such as '红碗的确切重量与摩擦系数' remains explicit.
