episode_id,method,evidence_tier,root_group_id,cost_contract_id,transitions,signed_return,positive_weight_sum,debt_after,mirror_max_error,clip_count,recovery_cap_count,closed_in_supplied_z_cost_phi,positive_closed_return,potential_telescoping_error,reward_scale_not_comparable_as_method_quality
L2P_00_00_220701_r00,SPARSE_TERMINAL,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.0,1.0,0.0,0.0,0,0,False,False,,
L2P_00_00_220701_r00,LINEAR_FIXED_ORDER,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.0,1.0,0.0,0.0,0,0,False,False,,
L2P_00_00_220701_r00,UNORDERED_COMPLETION_PROGRESS,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.0,1.0,0.0,0.0,0,0,False,False,,
L2P_00_00_220701_r00,GRAPH_COST_ONLY,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0,False,False,,
L2P_00_00_220701_r00,GRAPH_COST_PHI,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.1573635342845783,1.1573635342845783,0.0,0.0,0,0,False,False,,
L2P_00_00_220701_r00,GRAPH_COST_DEBT,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0,False,False,,
L2P_00_00_220701_r00,FULL_FROZEN,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.1573635342845783,1.1573635342845783,0.0,0.0,0,0,False,False,,
L2P_00_00_220701_r00,NO_RECOVERY_CREDIT,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.1573635342845783,1.1573635342845783,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,SPARSE_TERMINAL,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.0,1.0,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,LINEAR_FIXED_ORDER,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.0,1.0,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,UNORDERED_COMPLETION_PROGRESS,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.0,1.0,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,GRAPH_COST_ONLY,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,GRAPH_COST_PHI,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.1057819317724151,1.1057819317724151,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,GRAPH_COST_DEBT,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,FULL_FROZEN,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.1057819317724151,1.1057819317724151,0.0,0.0,0,0,False,False,,
L2P_02_00_220701_r00,NO_RECOVERY_CREDIT,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,1.1057819317724151,1.1057819317724151,0.0,0.0,0,0,False,False,,
L2P_04_00_220701_r00,SPARSE_TERMINAL,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,1.0,1.0,0.0,0.0,0,0,False,False,,
L2P_04_00_220701_r00,LINEAR_FIXED_ORDER,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,1.0,1.5,0.0,0.0,0,0,False,False,,
L2P_04_00_220701_r00,UNORDERED_COMPLETION_PROGRESS,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,1.0,1.25,0.0,0.0,0,0,False,False,,
L2P_04_00_220701_r00,GRAPH_COST_ONLY,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,0.6666666666666666,1.1666666666666665,0.0,0.0,0,0,False,False,,
L2P_04_00_220701_r00,GRAPH_COST_PHI,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,0.6711002630928288,1.1711002630928289,0.0,0.0,0,0,False,False,,
L2P_04_00_220701_r00,GRAPH_COST_DEBT,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,0.6666666666666666,1.1666666666666665,0.16666666666666663,0.0,0,0,False,False,,
L2P_04_00_220701_r00,FULL_FROZEN,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,0.6711002630928288,1.1711002630928289,0.16666666666666663,0.0,0,0,False,False,,
L2P_04_00_220701_r00,NO_RECOVERY_CREDIT,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,0.3377669297594954,0.8377669297594954,0.5,0.0,0,0,False,False,,
L2P_00_00_220701_r00,PAIRED_EVENT_BALANCED_V1,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.0,0.0,,,0,,False,,,True
L2P_00_00_220701_r00,GLOBAL_POTENTIAL_AUDIT_V1,CAUSAL_STATE_REPLAY,L2P_00_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.6666666666666665,0.9906968676179115,,,0,,False,,1.1102230246251565e-16,True
L2P_02_00_220701_r00,PAIRED_EVENT_BALANCED_V1,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.0,0.0,,,0,,False,,,True
L2P_02_00_220701_r00,GLOBAL_POTENTIAL_AUDIT_V1,CAUSAL_STATE_REPLAY,L2P_02_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,12,0.6666666666666666,0.9391152651057485,,,0,,False,,0.0,True
L2P_04_00_220701_r00,PAIRED_EVENT_BALANCED_V1,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,0.0,1.0,,,0,,False,,,True
L2P_04_00_220701_r00,GLOBAL_POTENTIAL_AUDIT_V1,CAUSAL_STATE_REPLAY,L2P_04_00_220701,P1_NORMALIZED_RUNTIME_GRAPH_V1,15,0.6666666666666667,1.4897782198448977,,,0,,False,,1.1102230246251565e-16,True
