step,eef_x,eef_y,eef_z,obj_x,obj_y,obj_z,scenario,controller_source
0,0.250994,0.051306,0.981464,0.0,0.0,0.82,drop_and_regrasp,scripted_oracle
10,0.151874,0.050619,0.979603,0.0,0.0,0.82,drop_and_regrasp,scripted_oracle
20,0.011324,0.010916,0.969461,0.0,0.0,0.82,drop_and_regrasp,scripted_oracle
30,0.211317,0.112243,0.991791,0.2,0.1,0.84,drop_and_regrasp,scripted_oracle
40,0.41155,0.211731,1.010833,0.4,0.2,0.86,drop_and_regrasp,scripted_oracle
50,0.611059,0.309351,1.02973,0.6,0.3,0.88,drop_and_regrasp,scripted_oracle
60,0.299798,0.198925,0.898838,0.8,0.1,0.55,drop_and_regrasp,scripted_oracle
70,0.811412,0.11163,0.669063,0.8,0.1,0.55,drop_and_regrasp,scripted_oracle
80,0.611286,0.108237,0.720149,0.6,0.1,0.6,drop_and_regrasp,scripted_oracle
90,0.81033,0.10858,0.769473,0.8,0.1,0.65,drop_and_regrasp,scripted_oracle
100,0.809026,0.108995,0.768193,0.8,0.1,0.65,drop_and_regrasp,scripted_oracle
110,0.810689,0.109362,0.768774,0.8,0.1,0.65,drop_and_regrasp,scripted_oracle
